timestamp,open,high,low,close,volume
2024-04-08 04:00:00,425.79,425.99,424.0,424.0,9860
2024-04-08 05:00:00,424.09,424.09,423.74,424.05,1849
2024-04-08 06:00:00,424.09,424.32,423.91,424.26,2137
2024-04-08 07:00:00,424.48,425.55,424.4,424.9,9356
2024-04-08 08:00:00,424.99,426.8354,424.4003,426.0995,22496
2024-04-08 09:00:00,426.39,426.491,423.3,425.63,1378225
2024-04-08 10:00:00,425.59,427.28,424.97,426.33,1339073
2024-04-08 11:00:00,426.36,426.53,424.21,424.78,934191
2024-04-08 12:00:00,424.78,424.96,423.36,424.96,702571
2024-04-08 13:00:00,424.95,424.96,423.64,424.35,436095
2024-04-08 14:00:00,424.355,425.57,424.03,425.55,498236
2024-04-08 15:00:00,425.55,426.24,424.47,424.66,1525958
2024-04-08 16:00:00,424.59,425.0,424.59,425.0,2248024
2024-04-08 17:00:00,424.99,425.3575,424.97,425.1,4269
2024-04-08 18:00:00,425.1052,425.45,425.1052,425.25,1023
2024-04-08 19:00:00,425.22,425.35,425.2,425.35,4036
2024-04-09 04:00:00,425.2,425.75,425.2,425.75,1650
2024-04-09 05:00:00,425.61,425.61,425.57,425.57,592
2024-04-09 06:00:00,424.7,424.7,424.0,424.18,2139
2024-04-09 07:00:00,424.59,425.59,424.59,425.59,2969
2024-04-09 08:00:00,425.31,426.6001,424.65,425.6,17475
2024-04-09 09:00:00,426.0,427.74,424.53,425.99,1059879
2024-04-09 10:00:00,426.03,426.75,421.62,423.02,1352729
2024-04-09 11:00:00,422.995,424.15,422.6513,423.79,700846
2024-04-09 12:00:00,423.78,424.67,423.39,423.68,541590
2024-04-09 13:00:00,423.659,424.8,423.48,423.78,466347
2024-04-09 14:00:00,423.755,424.46,422.98,423.07,457542
2024-04-09 15:00:00,423.035,426.5,422.47,426.35,1427940
2024-04-09 16:00:00,426.28,427.0,426.2,426.5,1932278
2024-04-09 17:00:00,426.53,426.61,425.8683,426.2,9035
2024-04-09 18:00:00,426.3,426.39,426.1359,426.3,1899
2024-04-09 19:00:00,426.01,426.47,425.8501,426.0,6820
2024-04-10 04:00:00,426.77,426.84,426.45,426.75,550
2024-04-10 05:00:00,426.49,426.49,426.43,426.43,200
2024-04-10 06:00:00,425.53,425.8,425.25,425.8,3272
2024-04-10 07:00:00,425.65,425.87,425.43,425.84,14492
2024-04-10 08:00:00,425.75,427.03,420.35,422.48,95973
2024-04-10 09:00:00,422.2026,424.03,420.3,421.47,1685101
2024-04-10 10:00:00,421.5,422.48,420.09,420.59,1309917
2024-04-10 11:00:00,420.57,421.13,419.7,420.42,1184623
2024-04-10 12:00:00,420.44,421.92,419.91,421.77,660398
2024-04-10 13:00:00,421.76,422.87,419.995,421.675,1164743
2024-04-10 14:00:00,421.71,422.66,421.07,421.15,773156
2024-04-10 15:00:00,421.21,423.8,421.02,423.13,1497152
2024-04-10 16:00:00,423.14,423.26,422.22,423.0,2356487
2024-04-10 17:00:00,422.87,423.01,422.8,423.0,9770
2024-04-10 18:00:00,422.81,423.18,422.81,423.18,3199
2024-04-10 19:00:00,422.87,422.9999,422.23,422.23,2519
2024-04-11 04:00:00,423.35,426.36,423.35,425.55,14505
2024-04-11 05:00:00,425.35,426.65,425.27,426.03,8466
2024-04-11 06:00:00,425.75,426.79,425.47,426.79,4267
2024-04-11 07:00:00,426.05,426.23,424.0,424.58,31711
2024-04-11 08:00:00,425.99,427.74,423.0,427.03,176228
2024-04-11 09:00:00,427.05,427.5,424.03,424.415,1568474
2024-04-11 10:00:00,424.425,424.64,422.36,423.88,1406202
2024-04-11 11:00:00,423.9,426.05,423.71,425.965,961387
2024-04-11 12:00:00,425.99,426.43,424.92,424.96,834115
2024-04-11 13:00:00,424.99,428.22,424.61,428.08,1155870
2024-04-11 14:00:00,428.12,429.37,428.0501,428.81,1117323
2024-04-11 15:00:00,428.835,429.3,427.79,427.84,1543033
2024-04-11 16:00:00,427.93,428.5864,427.3,427.92,2954139
2024-04-11 17:00:00,427.86,427.86,427.16,427.7,7328
2024-04-11 18:00:00,427.67,428.49,427.67,428.16,4408
2024-04-11 19:00:00,428.35,428.37,427.91,428.2,5690
2024-04-12 04:00:00,427.5,427.98,427.35,427.71,1983
2024-04-12 05:00:00,427.02,427.02,426.7,426.84,1612
2024-04-12 06:00:00,426.74,426.74,425.85,426.08,1897
2024-04-12 07:00:00,426.39,426.7,425.83,426.69,11705
2024-04-12 08:00:00,426.351,428.5,425.25,425.4,38590
2024-04-12 09:00:00,425.41,425.41,422.52,424.83,1750800
2024-04-12 10:00:00,424.86,424.91,420.74,421.0,1637998
2024-04-12 11:00:00,421.05,424.44,420.92,423.83,1068771
2024-04-12 12:00:00,423.91,424.26,421.1,421.1,906862
2024-04-12 13:00:00,421.125,421.7396,419.77,420.69,1052966
2024-04-12 14:00:00,420.7,422.25,420.42,421.13,850257
2024-04-12 15:00:00,421.12,422.27,420.84,422.12,1454582
2024-04-12 16:00:00,422.11,422.74,421.9,422.33,4004589
2024-04-12 17:00:00,422.457,422.46,421.9,421.9,3729
2024-04-12 18:00:00,421.71,421.8907,421.4,421.4,2955
2024-04-12 19:00:00,421.5,421.5,420.87,421.0,7908
2024-04-15 04:00:00,423.99,425.0,423.99,424.5,10558
2024-04-15 05:00:00,424.4,424.8,424.07,424.13,5831
2024-04-15 06:00:00,424.03,424.3,424.0,424.2,2753
2024-04-15 07:00:00,424.13,425.0,423.95,424.7,19484
2024-04-15 08:00:00,424.4,426.26,421.95,425.45,52031
2024-04-15 09:00:00,425.04,426.85,423.71,426.17,1487809
2024-04-15 10:00:00,426.15,426.82,421.99,422.31,1715391
2024-04-15 11:00:00,422.3,423.24,421.6,421.93,952063
2024-04-15 12:00:00,421.91,422.45,419.365,420.1,950618
2024-04-15 13:00:00,420.1,420.69,414.5,415.72,1329166
2024-04-15 14:00:00,415.66,415.95,413.98,414.79,914343
2024-04-15 15:00:00,414.82,415.06,413.43,413.63,1943873
2024-04-15 16:00:00,413.64,413.65,412.51,413.41,4034787
2024-04-15 17:00:00,413.25,413.64,413.0,413.26,9974
2024-04-15 18:00:00,413.3,414.0,413.25,413.9,12095
2024-04-15 19:00:00,413.75,413.75,413.0,413.75,6811
2024-04-16 04:00:00,413.57,414.47,413.52,414.47,4658
2024-04-16 05:00:00,414.78,414.79,414.01,414.01,2240
2024-04-16 06:00:00,413.97,413.97,412.22,413.48,2872
2024-04-16 07:00:00,413.38,415.57,413.38,415.41,8523
2024-04-16 08:00:00,414.31,415.6969,411.72,414.88,33135
2024-04-16 09:00:00,414.8,416.65,413.66,416.36,1477846
2024-04-16 10:00:00,416.36,417.6443,415.0,415.79,1360008
2024-04-16 11:00:00,415.79,417.2799,415.68,415.99,877290
2024-04-16 12:00:00,416.0,416.79,415.48,416.16,630385
2024-04-16 13:00:00,416.22,417.0,414.58,416.065,785163
2024-04-16 14:00:00,416.03,418.4,414.75,417.45,870506
2024-04-16 15:00:00,417.5,417.66,414.22,414.5,1202096
2024-04-16 16:00:00,414.58,415.41,414.57,415.2,2283069
2024-04-16 17:00:00,415.3,415.4999,414.58,415.2,4633
2024-04-16 18:00:00,415.25,415.81,415.0001,415.81,2478
2024-04-16 19:00:00,415.6,416.05,415.6,416.05,3336
2024-04-17 04:00:00,415.27,416.51,415.27,416.02,4483
2024-04-17 05:00:00,415.82,416.46,415.82,416.46,953
2024-04-17 06:00:00,416.65,417.36,416.65,416.92,4530
2024-04-17 07:00:00,416.79,417.21,416.49,416.5,8937
2024-04-17 08:00:00,417.0,417.5469,413.76,417.3,60698
2024-04-17 09:00:00,417.25,418.88,416.2,416.72,1316854
2024-04-17 10:00:00,416.77,416.94,414.18,415.0217,1260543
2024-04-17 11:00:00,415.04,415.95,412.12,413.05,957937
2024-04-17 12:00:00,413.02,414.77,410.33,411.19,1287090
2024-04-17 13:00:00,411.23,413.25,411.105,413.0155,621306
2024-04-17 14:00:00,413.01,414.5,411.96,412.32,788417
2024-04-17 15:00:00,412.33,413.21,411.31,411.73,1337186
2024-04-17 16:00:00,411.84,412.17,411.0,411.49,2014783
2024-04-17 17:00:00,411.59,411.84,411.59,411.75,14648
2024-04-17 18:00:00,411.84,411.84,411.5503,411.64,10250
2024-04-17 19:00:00,411.65,411.7,411.11,411.38,11734
2024-04-18 04:00:00,414.1,414.1,412.5,413.28,2383
2024-04-18 05:00:00,413.07,413.07,412.0,412.9,3131
2024-04-18 06:00:00,412.9,413.24,412.58,413.0,1718
2024-04-18 07:00:00,412.84,413.11,412.75,413.01,8289
2024-04-18 08:00:00,412.89,414.46,412.3501,412.84,25807
2024-04-18 09:00:00,412.6,412.94,407.46,408.295,1506549
2024-04-18 10:00:00,408.25,411.43,407.09,410.45,1817459
2024-04-18 11:00:00,410.495,411.89,410.25,411.3301,922754
