timestamp,open,high,low,close,volume
2024-04-08 04:00:00,425.79,425.99,425.79,425.98,847
2024-04-08 04:05:00,425.97,425.97,425.9,425.9,335
2024-04-08 04:15:00,425.97,425.97,425.52,425.52,481
2024-04-08 04:20:00,425.4,425.4,424.93,424.93,1126
2024-04-08 04:30:00,424.4,424.4,424.25,424.3,2675
2024-04-08 04:35:00,424.3,424.53,424.29,424.3,2016
2024-04-08 04:40:00,424.31,424.31,424.23,424.23,1198
2024-04-08 04:45:00,424.0,424.0,424.0,424.0,233
2024-04-08 04:50:00,424.17,424.17,424.17,424.17,849
2024-04-08 04:55:00,424.0,424.0,424.0,424.0,100
2024-04-08 05:00:00,424.09,424.09,424.09,424.09,200
2024-04-08 05:05:00,424.03,424.03,424.03,424.03,100
2024-04-08 05:10:00,423.97,423.97,423.97,423.97,332
2024-04-08 05:15:00,423.88,423.88,423.88,423.88,574
2024-04-08 05:20:00,423.88,423.88,423.74,423.74,300
2024-04-08 05:45:00,424.05,424.05,424.05,424.05,203
2024-04-08 05:50:00,424.05,424.05,424.05,424.05,140
2024-04-08 06:00:00,424.09,424.09,423.91,423.91,1299
2024-04-08 06:05:00,424.04,424.04,424.04,424.04,100
2024-04-08 06:30:00,424.3,424.32,424.26,424.26,638
2024-04-08 06:45:00,424.26,424.26,424.26,424.26,100
2024-04-08 07:00:00,424.48,424.99,424.48,424.99,1496
2024-04-08 07:05:00,425.25,425.55,425.25,425.5,1339
2024-04-08 07:10:00,425.37,425.37,424.92,424.92,2245
2024-04-08 07:15:00,424.9,424.9,424.9,424.9,124
2024-04-08 07:20:00,425.14,425.3,425.14,425.3,768
2024-04-08 07:30:00,425.0,425.0,424.99,424.99,1310
2024-04-08 07:35:00,425.0,425.0,424.96,424.96,294
2024-04-08 07:40:00,424.95,424.95,424.4,424.4,1382
2024-04-08 07:45:00,424.45,424.45,424.45,424.45,100
2024-04-08 07:55:00,424.9,424.9,424.9,424.9,298
2024-04-08 08:00:00,424.99,425.77,424.4003,425.75,6591
2024-04-08 08:05:00,424.457,424.79,424.457,424.77,824
2024-04-08 08:10:00,425.0329,425.0329,424.76,424.87,500
2024-04-08 08:15:00,424.99,425.3,424.99,425.3,259
2024-04-08 08:20:00,425.49,425.6,425.25,425.6,3220
2024-04-08 08:25:00,425.6,426.0,425.6,425.9,3223
2024-04-08 08:30:00,425.8,425.8,425.28,425.28,1637
2024-04-08 08:35:00,425.52,425.52,425.29,425.29,350
2024-04-08 08:40:00,425.52,425.7,425.52,425.7,744
2024-04-08 08:45:00,425.5,425.83,425.5,425.83,775
2024-04-08 08:50:00,426.2408,426.39,426.24,426.39,956
2024-04-08 08:55:00,426.55,426.8354,426.0995,426.0995,3417
2024-04-08 09:00:00,426.39,426.4,426.12,426.12,1070
2024-04-08 09:05:00,426.38,426.491,426.0,426.491,1909
2024-04-08 09:10:00,426.21,426.4674,426.08,426.25,1034
