timestamp,open,high,low,close,volume
2024-04-08 04:00:00,425.79,425.99,424.93,424.93,2789
2024-04-08 04:30:00,424.4,424.53,424.0,424.0,7071
2024-04-08 05:00:00,424.09,424.09,423.74,423.74,1506
2024-04-08 05:30:00,424.05,424.05,424.05,424.05,343
2024-04-08 06:00:00,424.09,424.09,423.91,424.04,1399
2024-04-08 06:30:00,424.3,424.32,424.26,424.26,738
2024-04-08 07:00:00,424.48,425.55,424.48,425.3,5972
2024-04-08 07:30:00,425.0,425.0,424.4,424.9,3384
2024-04-08 08:00:00,424.99,426.0,424.4003,425.9,14617
2024-04-08 08:30:00,425.8,426.8354,425.28,426.0995,7879
2024-04-08 09:00:00,426.39,426.491,424.6,425.03,18711
2024-04-08 09:30:00,425.17,425.92,423.3,425.63,1359514
2024-04-08 10:00:00,425.59,426.79,424.97,426.71,665107
2024-04-08 10:30:00,426.71,427.28,425.61,426.33,673966
2024-04-08 11:00:00,426.36,426.53,425.68,425.84,478543
2024-04-08 11:30:00,425.82,425.84,424.21,424.78,455648
2024-04-08 12:00:00,424.78,424.79,423.36,424.2,436145
2024-04-08 12:30:00,424.21,424.96,424.13,424.96,266426
2024-04-08 13:00:00,424.95,424.96,424.1,424.65,191885
2024-04-08 13:30:00,424.6,424.61,423.64,424.35,244210
2024-04-08 14:00:00,424.355,424.92,424.03,424.685,224753
2024-04-08 14:30:00,424.6821,425.57,424.44,425.55,273483
2024-04-08 15:00:00,425.55,425.79,424.98,425.77,250868
2024-04-08 15:30:00,425.76,426.24,424.47,424.66,1275090
2024-04-08 16:00:00,424.59,424.99,424.59,424.85,2244257
2024-04-08 16:30:00,424.79,425.0,424.66,425.0,3767
2024-04-08 17:00:00,424.99,425.3575,424.97,425.3575,2848
2024-04-08 17:30:00,425.1,425.15,425.1,425.1,1421
2024-04-08 18:00:00,425.1052,425.45,425.1052,425.3,523
2024-04-08 18:30:00,425.25,425.25,425.25,425.25,500
2024-04-08 19:00:00,425.22,425.22,425.2,425.2,1287
2024-04-08 19:30:00,425.2,425.35,425.2,425.35,2749
2024-04-09 04:00:00,425.2,425.2,425.2,425.2,1550
2024-04-09 04:30:00,425.75,425.75,425.75,425.75,100
2024-04-09 05:00:00,425.61,425.61,425.57,425.57,592
2024-04-09 06:30:00,424.7,424.7,424.0,424.18,2139
2024-04-09 07:00:00,424.59,425.35,424.59,425.22,2845
2024-04-09 07:30:00,425.59,425.59,425.59,425.59,124
2024-04-09 08:00:00,425.31,426.4,424.65,426.4,10385
2024-04-09 08:30:00,426.36,426.6001,425.6,425.6,7090
2024-04-09 09:00:00,426.0,426.98,425.85,426.65,16167
2024-04-09 09:30:00,426.44,427.74,424.53,425.99,1043712
2024-04-09 10:00:00,426.03,426.75,424.8,425.21,603360
2024-04-09 10:30:00,425.2,425.2,421.62,423.02,749369
2024-04-09 11:00:00,422.995,423.57,422.6513,422.98,368576
2024-04-09 11:30:00,422.99,424.15,422.81,423.79,332270
2024-04-09 12:00:00,423.78,424.63,423.73,424.34,298010
2024-04-09 12:30:00,424.37,424.67,423.39,423.68,243580
2024-04-09 13:00:00,423.659,424.71,423.54,424.35,221184
2024-04-09 13:30:00,424.33,424.8,423.48,423.78,245163
2024-04-09 14:00:00,423.755,424.46,423.425,423.58,203737
2024-04-09 14:30:00,423.62,423.74,422.98,423.07,253805
2024-04-09 15:00:00,423.035,425.24,422.47,425.14,373679
2024-04-09 15:30:00,425.19,426.5,424.15,426.35,1054261
2024-04-09 16:00:00,426.28,427.0,426.2,426.79,1923967
2024-04-09 16:30:00,426.59,426.79,426.28,426.5,8311
2024-04-09 17:00:00,426.53,426.61,425.89,426.01,6393
2024-04-09 17:30:00,425.8683,426.3,425.8683,426.2,2642
2024-04-09 18:00:00,426.3,426.39,426.16,426.39,586
2024-04-09 18:30:00,426.15,426.3,426.1359,426.3,1313
2024-04-09 19:00:00,426.01,426.47,426.01,426.47,3005
2024-04-09 19:30:00,426.39,426.43,425.8501,426.0,3815
2024-04-10 04:00:00,426.77,426.77,426.45,426.45,300
2024-04-10 04:30:00,426.84,426.84,426.75,426.75,250
2024-04-10 05:00:00,426.49,426.49,426.43,426.43,200
2024-04-10 06:00:00,425.53,425.53,425.25,425.25,2221
2024-04-10 06:30:00,425.3,425.8,425.3,425.8,1051
2024-04-10 07:00:00,425.65,425.86,425.43,425.86,13884
2024-04-10 07:30:00,425.85,425.87,425.84,425.84,608
2024-04-10 08:00:00,425.75,427.03,425.2703,427.0,18228
2024-04-10 08:30:00,426.01,426.01,420.35,422.48,77745
2024-04-10 09:00:00,422.2026,423.5,421.5,422.19,25331
2024-04-10 09:30:00,422.19,424.03,420.3,421.47,1659770
2024-04-10 10:00:00,421.5,422.04,420.34,420.55,643468
2024-04-10 10:30:00,420.59,422.48,420.09,420.59,666449
