Date,Open,High,Low,Close,Adj Close,Volume
1950-01-03,16.65999985,16.65999985,16.65999985,16.65999985,16.65999985,1260000
1950-01-04,16.85000038,16.85000038,16.85000038,16.85000038,16.85000038,1890000
1950-01-05,16.93000031,16.93000031,16.93000031,16.93000031,16.93000031,2550000
1950-01-06,16.97999954,16.97999954,16.97999954,16.97999954,16.97999954,2010000
1950-01-09,17.07999992,17.07999992,17.07999992,17.07999992,17.07999992,2520000
1950-01-10,17.03000069,17.03000069,17.03000069,17.03000069,17.03000069,2160000
1950-01-11,17.09000015,17.09000015,17.09000015,17.09000015,17.09000015,2630000
1950-01-12,16.76000023,16.76000023,16.76000023,16.76000023,16.76000023,2970000
1950-01-13,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,3330000
1950-01-16,16.71999931,16.71999931,16.71999931,16.71999931,16.71999931,1460000
1950-01-17,16.86000061,16.86000061,16.86000061,16.86000061,16.86000061,1790000
1950-01-18,16.85000038,16.85000038,16.85000038,16.85000038,16.85000038,1570000
1950-01-19,16.87000084,16.87000084,16.87000084,16.87000084,16.87000084,1170000
1950-01-20,16.89999962,16.89999962,16.89999962,16.89999962,16.89999962,1440000
1950-01-23,16.92000008,16.92000008,16.92000008,16.92000008,16.92000008,1340000
1950-01-24,16.86000061,16.86000061,16.86000061,16.86000061,16.86000061,1250000
1950-01-25,16.73999977,16.73999977,16.73999977,16.73999977,16.73999977,1700000
1950-01-26,16.72999954,16.72999954,16.72999954,16.72999954,16.72999954,1150000
1950-01-27,16.81999969,16.81999969,16.81999969,16.81999969,16.81999969,1250000
1950-01-30,17.02000046,17.02000046,17.02000046,17.02000046,17.02000046,1640000
1950-01-31,17.04999924,17.04999924,17.04999924,17.04999924,17.04999924,1690000
1950-02-01,17.04999924,17.04999924,17.04999924,17.04999924,17.04999924,1810000
1950-02-02,17.22999954,17.22999954,17.22999954,17.22999954,17.22999954,2040000
1950-02-03,17.29000092,17.29000092,17.29000092,17.29000092,17.29000092,2210000
1950-02-06,17.31999969,17.31999969,17.31999969,17.31999969,17.31999969,1490000
1950-02-07,17.22999954,17.22999954,17.22999954,17.22999954,17.22999954,1360000
1950-02-08,17.20999908,17.20999908,17.20999908,17.20999908,17.20999908,1470000
1950-02-09,17.28000069,17.28000069,17.28000069,17.28000069,17.28000069,1810000
1950-02-10,17.23999977,17.23999977,17.23999977,17.23999977,17.23999977,1790000
1950-02-14,17.05999947,17.05999947,17.05999947,17.05999947,17.05999947,2210000
1950-02-15,17.05999947,17.05999947,17.05999947,17.05999947,17.05999947,1730000
1950-02-16,16.98999977,16.98999977,16.98999977,16.98999977,16.98999977,1920000
1950-02-17,17.14999962,17.14999962,17.14999962,17.14999962,17.14999962,1940000
