timestamp,open,high,low,close,volume
2024-04-08,425.17,427.28,423.3,424.59,14245237
2024-04-09,426.44,427.74,421.62,426.28,12417294
2024-04-10,422.19,424.03,419.7,423.26,16112370
2024-04-11,425.82,429.37,422.36,427.93,17898837
2024-04-12,424.05,425.1794,419.77,421.9,19180503
2024-04-15,426.6,426.82,413.43,413.64,20175720
2024-04-16,414.57,418.4,413.7301,414.58,16025403
2024-04-17,417.25,418.88,410.33,411.84,15365939
2024-04-18,410.63,411.89,403.95,404.27,19836878
2024-04-19,404.03,405.48,397.77,399.12,27896006
2024-04-22,400.08,402.85,395.75,400.96,18322298
